timestep,x,y,z,roll,pitch,yaw,gripper
0,0.4959500730037689,0.18366557359695435,0.42094865441322327,-3.1270607045016776,0.006802262370550594,0.0210543397001222,0.0
1,0.4959481954574585,0.18367189168930054,0.4209512770175934,-3.127061548420882,0.006796325673485093,0.021066962505525953,0.0
2,0.4964312016963959,0.1823502779006958,0.4209693968296051,-3.1269216200727574,0.00681900207987729,0.01842699926839797,0.0
3,0.4968322217464447,0.18124864995479584,0.4209855794906616,-3.1268178414968464,0.006824874388440705,0.016229049724328395,0.0
4,0.4972338080406189,0.18013973534107208,0.4209979474544525,-3.1267169868349365,0.00683287066955951,0.014017604139258075,0.0
5,0.4975390136241913,0.17928598821163177,0.42100417613983154,-3.126637637141693,0.0068491597130202475,0.012314786726775414,0.0
6,0.49813127517700195,0.17762170732021332,0.42102015018463135,-3.126485436650231,0.006871561883165178,0.008997511507724404,0.0
7,0.4988710284233093,0.17552438378334045,0.42104458808898926,-3.1262860769000174,0.006891058422270779,0.0048348377082164775,0.0
8,0.49940040707588196,0.17399753630161285,0.42105719447135925,-3.1261494110989103,0.006910501476903308,0.0018053117481957443,0.0
9,0.4997439682483673,0.1729891002178192,0.4210626184940338,-3.126059853790613,0.0069292478237628075,-0.00019496381543345918,0.0
10,0.49993059039115906,0.17244857549667358,0.42106589674949646,-3.126013212658171,0.0069485586985491565,-0.0012672370351956605,0.0
11,0.5001404285430908,0.171832874417305,0.4210750162601471,-3.125959155919275,0.00695237874213217,-0.0024864872168798,0.0
12,0.5003885626792908,0.17110811173915863,0.4210847020149231,-3.1258931512759527,0.006952133336442845,-0.003923270262696934,0.0
13,0.5006054639816284,0.170465886592865,0.42108994722366333,-3.1258350755877067,0.006962907863925283,-0.00519787098195322,0.0
14,0.5007985234260559,0.1698956936597824,0.42109549045562744,-3.1257846608314477,0.006969618329013771,-0.006330730573867904,0.0
15,0.5009163022041321,0.16954584419727325,0.42109930515289307,-3.1257528617424155,0.0069737316673870176,-0.007029330799804263,0.0
16,0.5010388493537903,0.16917839646339417,0.42110490798950195,-3.125720651143142,0.006974974380387966,-0.0077455804759174384,0.0
17,0.5012242197990417,0.1686292290687561,0.42111074924468994,-3.1256709884818155,0.0069808311959194125,-0.008837557020464138,0.0
18,0.501351535320282,0.16824795305728912,0.4211171269416809,-3.125635558197557,0.006976721248429074,-0.00959511795661247,0.0
19,0.5014495253562927,0.16795635223388672,0.4211196005344391,-3.125610009913353,0.006984687106413423,-0.010163368259438017,0.0
20,0.501509428024292,0.16777613759040833,0.4211214780807495,-3.1255910797198485,0.0069836139655699014,-0.01052259242837378,0.0
21,0.5015719532966614,0.16758789122104645,0.42112410068511963,-3.125575638672855,0.00698317819676797,-0.010896817171697078,0.0
22,0.5016419291496277,0.16737529635429382,0.4211219847202301,-3.1255567066387946,0.006995193739539385,-0.011320963715988102,0.0
23,0.5018300414085388,0.16680729389190674,0.4211311638355255,-3.1255045952452667,0.006991702371564212,-0.012437264582639442,0.0
24,0.5021422505378723,0.16584984958171844,0.421130895614624,-3.125424737760787,0.00701505373739586,-0.014330687711289458,0.0
25,0.5025469064712524,0.16392400860786438,0.4206627607345581,-3.1254860765927885,0.0076577551653014275,-0.018002950542028783,0.0
26,0.5028650760650635,0.16294725239276886,0.42068591713905334,-3.1253989169330967,0.007682934736828795,-0.01992841517335131,0.0
27,0.5031658411026001,0.16199970245361328,0.4206913411617279,-3.125319112514424,0.0077104235584037895,-0.02179671858803482,0.0
28,0.5033762454986572,0.16135554015636444,0.42070603370666504,-3.1252588838258992,0.007698965348920339,-0.023067838714911817,0.0
29,0.5034900903701782,0.16099600493907928,0.42071080207824707,-3.125225267829296,0.007703990733748167,-0.02377669227158941,0.0
30,0.5035359859466553,0.16084572672843933,0.42070475220680237,-3.1252127139896175,0.007722601345186542,-0.024076991221316266,0.0
31,0.5035665035247803,0.16076362133026123,0.4207204580307007,-3.1252006665949636,0.007690954293325447,-0.02423506635974277,0.0
32,0.5035808086395264,0.16070479154586792,0.42070430517196655,-3.1252024594747185,0.007728399160671584,-0.024347475685283327,0.0
33,0.5035994648933411,0.16064561903476715,0.4207068979740143,-3.1251970404821274,0.007727836307997338,-0.024467678198810502,0.0
34,0.5036070346832275,0.16062361001968384,0.42070624232292175,-3.125196599180333,0.007728820246427404,-0.024512627281663438,0.0
35,0.5036153197288513,0.1605970859527588,0.42070624232292175,-3.125193828065014,0.007729134220864298,-0.024559332993048348,0.0
36,0.5036245584487915,0.16056597232818604,0.4207096993923187,-3.125189415508432,0.007724585328622524,-0.024623611768411036,0.0
37,0.5036437511444092,0.16051141917705536,0.42071083188056946,-3.1251844139114118,0.007723495124509094,-0.024737426016026985,0.0
38,0.5036579966545105,0.16046634316444397,0.4207083582878113,-3.125180921978386,0.007728243275051616,-0.0248189160410591,0.0
39,0.5036715865135193,0.16042394936084747,0.4207136332988739,-3.125176544864962,0.007718220323275293,-0.02490564371681445,0.0
40,0.5036823749542236,0.16038815677165985,0.4207093417644501,-3.125172384197594,0.007730529477856907,-0.024973248750899978,0.0
41,0.5037071704864502,0.16031065583229065,0.4207112491130829,-3.125163959598703,0.0077270959074913215,-0.02512862349392194,0.0
42,0.5037069916725159,0.16030855476856232,0.42071354389190674,-3.125165723093133,0.007724687108330519,-0.02513561389682993,0.0
43,0.5037075281143188,0.1603085994720459,0.4207117557525635,-3.1251690661449225,0.007725687603145959,-0.025133884897817895,0.0
44,0.5037075877189636,0.16030552983283997,0.42071032524108887,-3.1251663721208747,0.007729983077393809,-0.025142948338428246,0.0
45,0.5037084817886353,0.16030378639698029,0.42071110010147095,-3.1251641459655612,0.007728864197670271,-0.025142686301904926,0.0
46,0.5037100911140442,0.1603010892868042,0.4207134544849396,-3.1251659511925896,0.0077240569606791265,-0.02514440721760503,0.0
47,0.5037136077880859,0.16028651595115662,0.4207107424736023,-3.1251679663575667,0.007732470499717703,-0.025173129041214277,0.0
48,0.5037224292755127,0.1602603793144226,0.4207150936126709,-3.1251623357400273,0.007720136293711377,-0.025222456981092482,0.0
49,0.5037353038787842,0.1602216213941574,0.4207126796245575,-3.125157951919533,0.0077228162662261735,-0.025306957025919338,0.0
50,0.5037339329719543,0.16022291779518127,0.4207126796245575,-3.12516047563387,0.007729003335275486,-0.02530059809173848,0.0
51,0.5037336349487305,0.16022178530693054,0.4207117259502411,-3.1251609461375325,0.007730778735251631,-0.02529674318762933,0.0
52,0.5037344694137573,0.16022415459156036,0.4207119643688202,-3.1251571326636163,0.007729129568573745,-0.025303728156263444,0.0
53,0.5037338733673096,0.16022488474845886,0.42071333527565,-3.1251604265050297,0.007726064833129209,-0.025297249278488372,0.0
54,0.5037344694137573,0.16022197902202606,0.42071348428726196,-3.125159871502978,0.007727504786230632,-0.025305348316074384,0.0
55,0.5037349462509155,0.16021810472011566,0.42071133852005005,-3.1251590211535527,0.0077324899602042585,-0.02531024325730708,0.0
56,0.5037433505058289,0.16019558906555176,0.42071372270584106,-3.1251577428745376,0.00772441357625997,-0.02535667352796744,0.0
57,0.5037927627563477,0.16003428399562836,0.42070844769477844,-3.125143145916287,0.007739303421159249,-0.02567236349485908,0.0
58,0.5037925243377686,0.16003787517547607,0.42071396112442017,-3.125141637127894,0.007729481803466998,-0.025669812226024723,0.0
59,0.5037937164306641,0.16003742814064026,0.4207153022289276,-3.125139965852265,0.007729134217598466,-0.02566990175437327,0.0
60,0.5037931203842163,0.16003365814685822,0.4207135736942291,-3.1251419758797687,0.00773392049741406,-0.02567186868794651,0.0
61,0.503793478012085,0.1600358784198761,0.4207148849964142,-3.1251419519970147,0.007730234198462194,-0.02567118555431979,0.0
62,0.5037931799888611,0.16003531217575073,0.42071181535720825,-3.1251422683266425,0.007735347824249672,-0.0256733909717894,0.0
63,0.5037933588027954,0.16003461182117462,0.42071184515953064,-3.1251414306161998,0.007736121460899081,-0.02567481181978853,0.0
64,0.5037946105003357,0.1600314825773239,0.4207124412059784,-3.125141911153196,0.007735437611686269,-0.025679730566856386,0.0
