timestep,x,y,z,roll,pitch,yaw,gripper
0,0.4545862376689911,0.12664298713207245,0.3852391541004181,3.1320926504252724,2.882225808487071e-05,0.024120740982943815,0.0
1,0.45458847284317017,0.12663401663303375,0.3852398097515106,3.132089259229078,2.4033045482374504e-05,0.02415217171027956,0.0
2,0.45480862259864807,0.1265365183353424,0.3853422701358795,3.1300675757987886,-0.0020824908072198944,0.026085058266938764,0.0
3,0.45512548089027405,0.12635423243045807,0.38554704189300537,3.128746411510318,-0.004795344117621614,0.027331690895708208,0.0
4,0.45540428161621094,0.12621869146823883,0.3856971263885498,3.1287154717657377,-0.006911034472014466,0.02743269484672537,0.0
5,0.4556688070297241,0.12617367506027222,0.3857128620147705,3.1287700699169467,-0.008713745054466315,0.027620062924544973,0.0
6,0.4559330940246582,0.12611950933933258,0.3856942057609558,3.129131524629461,-0.010294182630243842,0.0275584621758127,0.05286344654914088
7,0.45615077018737793,0.12603405117988586,0.3856205642223358,3.1293913320300546,-0.011392619694510442,0.02739173928412699,0.07488990452475508
8,0.4564379155635834,0.12598566710948944,0.3853641152381897,3.1297949931236073,-0.012658248846848075,0.027257590813725037,0.057268755675041416
9,0.45745667815208435,0.12603414058685303,0.38343581557273865,3.131078683285844,-0.01395710437174813,0.027044808741429484,0.0
10,0.45753738284111023,0.1260390430688858,0.38350555300712585,3.1312252929157594,-0.014625443952273942,0.02798199122432507,0.03524229769942733
11,0.45759066939353943,0.1259843409061432,0.38353827595710754,3.131320449965905,-0.014953116548454881,0.027893670254564466,0.11453742369619446
12,0.45765939354896545,0.12588390707969666,0.3835832476615906,3.131436975469737,-0.015284909918530154,0.027652249553196034,0.2158590076685757
13,0.4577259123325348,0.12576287984848022,0.38361281156539917,3.131552152009652,-0.015575603435830532,0.02737720163674559,0.2951541774922871
14,0.4577779471874237,0.12560182809829712,0.3836266100406647,3.1316226968246776,-0.015644204315336196,0.02702790321971673,0.370044038190098
15,0.4578106701374054,0.12549881637096405,0.3836330771446228,3.1316748722456693,-0.015687721304829427,0.026806687483944356,0.4449339427148531
16,0.4578382074832916,0.12541060149669647,0.38363608717918396,3.1317129805683317,-0.015723563616770075,0.026612203919837325,0.5198238034126639
17,0.45788896083831787,0.12537546455860138,0.3836674690246582,3.131812699979323,-0.01607939303234618,0.026484058752048466,0.9911894276295312
18,0.45796868205070496,0.12539492547512054,0.3839765787124634,3.1319111802766573,-0.016731387432621148,0.02670804851165937,0.9911894276295312
19,0.45831549167633057,0.12551598250865936,0.384796679019928,3.1322496637743766,-0.01849651522786555,0.026941141006131777,0.9911894276295312
20,0.4588918089866638,0.12569651007652283,0.38589709997177124,3.1327849176923337,-0.020869451237541137,0.02716048442358036,0.9911894276295312
21,0.4592249393463135,0.12580469250679016,0.3866370916366577,3.1331075004528826,-0.022421277018707553,0.02726256490244688,0.9911894276295312
22,0.45933201909065247,0.12584355473518372,0.3871147930622101,3.1332537982961153,-0.023415020443005252,0.027293251611565355,0.9911894276295312
23,0.4593816101551056,0.12586401402950287,0.387347549200058,3.133326171483383,-0.023901763422735423,0.027299203128299174,0.9911894276295312
24,0.4594125747680664,0.12586823105812073,0.387431800365448,3.133360594211637,-0.024087458489578273,0.02728937306145083,0.9911894276295312
25,0.4594504237174988,0.1258346140384674,0.3875003159046173,3.1334067453987866,-0.024221807148454122,0.027196864979793657,0.9911894276295312
26,0.45944270491600037,0.12581974267959595,0.38778048753738403,3.1334472858468874,-0.024807267992315474,0.02715478562441243,0.9911894276295312
27,0.45946553349494934,0.1257515698671341,0.3885927200317383,3.133507863281275,-0.025963098752637137,0.027001704860777524,0.9911894276295312
28,0.4594285786151886,0.12562303245067596,0.3898177444934845,3.133537567065177,-0.02758506916401049,0.026831761074324622,0.9911894276295312
