timestep,dx,dy,dz,droll,dpitch,dyaw,gripper
0,0.001169770723208785,-0.004499238915741444,-0.007338340859860182,0.0004059392958879471,0.005837579257786274,-0.008575808256864548,0.0
1,0.00047824415378272533,-0.004861072171479464,-0.007265007123351097,-0.0002679250028450042,0.004726859740912914,-0.009312123991549015,0.0
2,-0.00021328245929908007,-0.005494280718266964,-0.008731686510145664,-0.0007492566364817321,0.0038180891424417496,-0.009312123991549015,0.0
3,0.00047824415378272533,-0.007122530601918697,-0.009318358264863491,-0.002145118312910199,0.003414191072806716,-0.008943966589868069,0.0
4,-0.00021328245929908007,-0.008569863624870777,-0.0103450333699584,-0.004070444963872433,0.003212242154404521,-0.008575808256864548,0.0
5,-0.002287862356752157,-0.012550030834972858,-0.012691720388829708,-0.00849869567900896,0.000485930620925501,-0.008207649923861027,0.0
6,-0.005745495203882456,-0.023687712848186493,-0.016651753336191177,-0.020628252997994423,-0.005673513747751713,-0.0059987022541463375,0.0
7,-0.016809921711683273,-0.0525326132774353,-0.025011824443936348,-0.04662016034126282,-0.027484005317091942,0.005046037025749683,0.0
8,0.00047824415378272533,-0.0042278640903532505,-0.007705010939389467,0.0004540724621620029,0.004726859740912914,-0.009312123991549015,0.0
9,0.0018612974090501666,-0.004770614206790924,-0.007265007123351097,0.0004059392958879471,0.004726859740912914,-0.010048439726233482,0.0
10,0.001169770723208785,-0.005132447462528944,-0.00858501810580492,0.0005022056284360588,0.004121012520045042,-0.009680282324552536,0.0
11,0.001169770723208785,-0.006670238915830851,-0.008731686510145664,-0.0007011234993115067,0.003414191072806716,-0.009312123991549015,0.0
12,0.001169770723208785,-0.008027113974094391,-0.00946502573788166,-0.001856319373473525,0.003414191072806716,-0.008207649923861027,0.0
13,0.00047824415378272533,-0.008841238915920258,-0.0103450333699584,-0.0030596484430134296,0.00311126746237278,-0.00783949252218008,0.0
14,0.00047824415378272533,-0.010559947229921818,-0.010198364965617657,-0.004551776684820652,0.0033132166136056185,-0.006735018454492092,0.0
15,-0.00021328245929908007,-0.012550030834972858,-0.011225041002035141,-0.005418173503130674,0.0028083440847694874,-0.0059987022541463375,0.0
16,0.003244350664317608,-0.0042278640903532505,-0.005284990184009075,0.00035780612961389124,0.0040200380608439445,-0.008943966589868069,0.0
17,0.002552824094891548,-0.004137405660003424,-0.005944995675235987,0.001079803565517068,0.0046258848160505295,-0.009312123991549015,0.0
18,0.003244350664317608,-0.004408780485391617,-0.00711833918467164,0.0012001364957541227,0.003919063601642847,-0.009312123991549015,0.0
19,0.003244350664317608,-0.005403822287917137,-0.007705010939389467,0.0012001364957541227,0.0040200380608439445,-0.009312123991549015,0.0
20,0.003935877233743668,-0.006127488799393177,-0.007045005448162556,0.00035780612961389124,0.003414191072806716,-0.009312123991549015,0.0
21,0.002552824094891548,-0.006670238915830851,-0.0074850087985396385,-0.0009899224387481809,0.0030102930031716824,-0.008575808256864548,0.0
22,0.002552824094891548,-0.008117572404444218,-0.00843835063278675,-0.0020488521549850702,0.0024044460151344538,-0.008207649923861027,0.0
23,0.001169770723208785,-0.010107656009495258,-0.009758361615240574,-0.004311110824346542,0.0007888540858402848,-0.0074713341891765594,0.0
