timestep,dx,dy,dz,droll,dpitch,dyaw,gripper
0,-0.07524392008781433,-0.047286029905080795,0.024048592895269394,-0.014756007120013237,-0.00032186537282541394,-0.11129188537597656,0.0
1,-0.05484388396143913,-0.05108528211712837,0.01869521290063858,-0.011675484478473663,0.002000548178330064,-0.11350083351135254,0.0
2,-0.05415235832333565,-0.04692419618368149,0.013598503544926643,-0.017643997445702553,0.0013947010738775134,-0.1083466187119484,0.0
3,-0.0562269389629364,-0.043939072638750076,0.005201765801757574,-0.0225535798817873,-0.0016345338663086295,-0.10466504096984863,0.0
4,-0.058301519602537155,-0.04665282368659973,0.0027084110770374537,-0.02159091643989086,-0.0007257633842527866,-0.09730187803506851,0.0
5,-0.058301519602537155,-0.05180894583463669,-0.004038312938064337,-0.024478906765580177,-0.004057921934872866,-0.09288398921489716,0.0
6,-0.06072186306118965,-0.05397994816303253,-0.013571727089583874,-0.027366895228624344,-0.0048152306117117405,-0.08625714480876923,0.0
7,-0.062450677156448364,-0.05126619711518288,-0.012838387861847878,-0.03275781124830246,-0.004562794230878353,-0.08404819667339325,0.0
8,-0.07109475880861282,-0.03959707170724869,0.012571828439831734,-0.014274675399065018,-0.005724001210182905,-0.10981925576925278,0.0
9,-0.04585403949022293,-0.04565778002142906,0.01623852550983429,-0.008691228926181793,0.002909318543970585,-0.12012767791748047,0.0
10,-0.046545565128326416,-0.03733561560511589,0.004908429924398661,-0.01754773035645485,0.0013947010738775134,-0.11791872978210449,0.0
11,-0.05346083268523216,-0.03380773961544037,-0.0066050016321241856,-0.0225535798817873,-0.002442329889163375,-0.12012767791748047,0.0
12,-0.05346083268523216,-0.03688332065939903,-0.0103450333699584,-0.029869820922613144,-0.004461819771677256,-0.11276451498270035,0.0
13,-0.05138625204563141,-0.03959707170724869,-0.011811712756752968,-0.032372746616601944,-0.004512307234108448,-0.10981925576925278,0.0
14,-0.055535413324832916,-0.03959707170724869,-0.021198458969593048,-0.034105539321899414,-0.005471564829349518,-0.10613767057657242,0.0
15,-0.0562269389629364,-0.036069195717573166,-0.01987844705581665,-0.039881519973278046,-0.007390080485492945,-0.1083466187119484,0.0
