timestep,x,y,z,roll,pitch,yaw,gripper
0,0.5022722482681274,-0.13426345586776733,0.3238765001296997,3.1212984004464537,0.011139644814400773,-0.034637815966015256,0.0
1,0.5022716522216797,-0.13426509499549866,0.3238764703273773,3.1212956898898976,0.011145385657778561,-0.03469224793116158,0.0
2,0.5024785995483398,-0.13346804678440094,0.32386237382888794,3.121391447767322,0.011152160786305876,-0.03342388992430688,0.0
3,0.5028116703033447,-0.1321505755186081,0.3238278925418854,3.1215620963768855,0.011180845155385644,-0.031272401194444174,0.0
4,0.502951979637146,-0.1312101185321808,0.3236832022666931,3.1217447858107956,0.011467668744529647,-0.029590031660896386,0.0
5,0.5029354691505432,-0.13052281737327576,0.3234013020992279,3.121897572108122,0.011786435067411727,-0.028325821836751062,0.0
6,0.5029415488243103,-0.13016027212142944,0.32315728068351746,3.1217211560955382,0.010755818692290475,-0.02762606279818069,0.0
7,0.5030198693275452,-0.13000929355621338,0.32277750968933105,3.1209283756214394,0.007101676521889644,-0.0272294041705591,0.0
8,0.5029800534248352,-0.12999922037124634,0.3220936357975006,3.120069375339973,0.0034868128075256077,-0.027135109567234573,0.0
9,0.5025513172149658,-0.1301461160182953,0.3187659978866577,3.1180297419104614,-0.003190097999670849,-0.027320258619705495,0.0
10,0.5025869607925415,-0.12969456613063812,0.3185536563396454,3.11813236582824,-0.002867930413585018,-0.026462697977933356,0.0
11,0.5027042627334595,-0.1291511207818985,0.31832417845726013,3.117948250652579,-0.003932202481561342,-0.025357384560563564,0.0
12,0.5029911994934082,-0.1291639506816864,0.3179202675819397,3.1170317591462107,-0.007443205433832256,-0.025150636779236853,0.0
13,0.5034608244895935,-0.12933237850666046,0.31714582443237305,3.1156223856888343,-0.01238223104530678,-0.02508182121269824,0.0
14,0.5040162801742554,-0.1296035498380661,0.3160347044467926,3.114227565952976,-0.01645008709891993,-0.025149974462314137,0.0
15,0.5047637224197388,-0.13007283210754395,0.31475263833999634,3.1125208534068505,-0.02127173574869401,-0.02545069620842333,0.0
16,0.5055884122848511,-0.13084572553634644,0.31312283873558044,3.1103589397806135,-0.027482066740817546,-0.026193414303790127,0.0
17,0.5068665146827698,-0.13255436718463898,0.3080849349498749,3.106650385317822,-0.03479117849408042,-0.028117328540209048,0.0
18,0.5070924162864685,-0.13249236345291138,0.30728232860565186,3.1054492471302138,-0.03923296004889609,-0.027676238230316588,0.0
19,0.5067617297172546,-0.13232438266277313,0.30486351251602173,3.1037392978739304,-0.04507485128431421,-0.02715872418997997,0.0
20,0.5063433051109314,-0.13223282992839813,0.30219829082489014,3.102220793377059,-0.049600360303885926,-0.026833504006198862,0.0
21,0.5063037872314453,-0.13225829601287842,0.29980894923210144,3.100700956996544,-0.053540457009101816,-0.026543360681334085,0.0
22,0.5058134198188782,-0.13221992552280426,0.2969608008861542,3.0988342707896464,-0.05944606852053402,-0.0262472032227555,0.0
23,0.505862295627594,-0.13234472274780273,0.29476746916770935,3.0970480065342967,-0.06460537978956427,-0.02603195237668026,0.0
24,0.5066835880279541,-0.13278383016586304,0.2926333546638489,3.094843404948933,-0.07002237253705701,-0.0259575411581985,0.0
25,0.5080587267875671,-0.13400126993656158,0.2863118648529053,3.0906649952079848,-0.07671470303582972,-0.026428553775796452,0.0
26,0.5083739757537842,-0.13405144214630127,0.2856367230415344,3.0893771502184584,-0.07978293296353245,-0.025753500647639507,0.0
27,0.5088730454444885,-0.13417936861515045,0.28374364972114563,3.087867293838403,-0.08282012274913719,-0.025307266733093373,0.0
28,0.5095748901367188,-0.13439716398715973,0.280620276927948,3.0857854272079814,-0.08620508728569898,-0.02473249764124996,0.0
29,0.5102221965789795,-0.13460256159305573,0.27778613567352295,3.0837820550666533,-0.0897808717056574,-0.024190158747063834,0.0
30,0.5107142329216003,-0.1347774714231491,0.2751077115535736,3.0821094447049977,-0.092314052382245,-0.023718170124531333,0.0
31,0.5114325881004333,-0.1350676715373993,0.27185922861099243,3.079749100156202,-0.09657806675498026,-0.023135301958999783,0.0
32,0.51219242811203,-0.1353580802679062,0.26862868666648865,3.077218958576201,-0.10149461749998401,-0.02248125286515795,0.0
33,0.5131579637527466,-0.13577064871788025,0.2609473168849945,3.073031388772936,-0.10580572064180882,-0.021247212104945026,0.0
34,0.5136263966560364,-0.13529489934444427,0.26003792881965637,3.0722470064943606,-0.10848310185195942,-0.019956535930376076,0.0
35,0.5142678022384644,-0.1344291716814041,0.2575172781944275,3.071057319593387,-0.1112773573580359,-0.01782144297767306,0.0
36,0.5147066712379456,-0.1334690898656845,0.25471585988998413,3.0703986669667933,-0.11187818574387154,-0.015710636704389356,0.0
37,0.5152063369750977,-0.13249340653419495,0.2517779469490051,3.069603681765715,-0.11303588345287086,-0.013438829523216135,0.0
38,0.5157809853553772,-0.13122496008872986,0.24857448041439056,3.068951753194085,-0.11462946974809918,-0.010763789124418239,0.0
39,0.5164296627044678,-0.1298970878124237,0.24559064209461212,3.068247749204568,-0.11701255750802475,-0.00809701945260553,0.0
40,0.5168616771697998,-0.12889492511749268,0.24257203936576843,3.067524887913336,-0.11833408566252546,-0.006066378737727594,0.0
41,0.5173779726028442,-0.12756504118442535,0.23645198345184326,3.066051872231017,-0.11976319427036497,-0.00347379063165118,0.0
42,0.5175120830535889,-0.12716679275035858,0.23586875200271606,3.065805436476417,-0.12100197558479042,-0.0026349655362688375,0.0
43,0.5175465941429138,-0.12638738751411438,0.23450101912021637,3.065631640403008,-0.12200657310318652,-0.0011782166627902838,0.0
44,0.5174851417541504,-0.12555548548698425,0.23298071324825287,3.0654076840304456,-0.12330704264174663,0.00034712715475700227,0.0
45,0.5172475576400757,-0.12478377670049667,0.23138023912906647,3.06522224309271,-0.12436011711675898,0.0016357353901216038,0.0
46,0.5167630314826965,-0.12393037974834442,0.22936315834522247,3.0652931951154136,-0.12413022199553803,0.0029781926102600276,0.0
47,0.5161008238792419,-0.12318498641252518,0.22733952105045319,3.065296983589888,-0.123420217107578,0.004248965535421342,0.0
48,0.5156262516975403,-0.12268014252185822,0.2257642298936844,3.065095804258154,-0.12361814902288515,0.005196709648170397,0.0
49,0.5149285793304443,-0.12139175832271576,0.22264674305915833,3.064805410880858,-0.12478631702367782,0.007490848978895324,0.0
50,0.5143908858299255,-0.12096945196390152,0.22196488082408905,3.0648100467994968,-0.12552797215599765,0.008079955980132714,0.0
51,0.513039767742157,-0.12022433429956436,0.22044454514980316,3.065003124891514,-0.12588521880872428,0.008946622118531216,0.0
52,0.5120470523834229,-0.11963942646980286,0.21918706595897675,3.065196541378982,-0.12585432524160511,0.00965325038810929,0.0
53,0.5114485025405884,-0.11914215981960297,0.2182156890630722,3.0654892012933077,-0.12524370872081514,0.010271036454339749,0.0
54,0.5108176469802856,-0.11858943849802017,0.2173174023628235,3.065763825614167,-0.12497256747644525,0.010990767504459951,0.0
55,0.5099793672561646,-0.11787281185388565,0.2164604663848877,3.0660800256183496,-0.12532161116128093,0.011873494201725282,0.0
56,0.5090524554252625,-0.11684182286262512,0.2154516577720642,3.066605067600052,-0.12561667486342887,0.013172336278642626,0.0
57,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
58,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
59,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
60,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
61,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
62,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
63,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
64,0.5090497732162476,-0.11683311313390732,0.21544791758060455,3.066605786390376,-0.12563367500594258,0.013188969258894054,0.0
65,0.5091589093208313,-0.11591356247663498,0.21533818542957306,3.067145500665954,-0.12542634910482953,0.014740349737931945,0.0
66,0.5091708898544312,-0.11585775017738342,0.21533693373203278,3.0671762729339362,-0.12542401275222703,0.014849184136380847,0.0
67,0.5091841816902161,-0.11580298095941544,0.2153356373310089,3.067207707520297,-0.12542820093201312,0.014937528107617554,0.0
68,0.5091903805732727,-0.11577537655830383,0.21533448994159698,3.067224843180386,-0.12542650032223235,0.014985426190338645,0.0
69,0.5093344449996948,-0.11517343670129776,0.2153005450963974,3.0675965859708065,-0.125689177152025,0.015658718563205266,0.0
70,0.5095677375793457,-0.11410596966743469,0.2152588814496994,3.06822045274819,-0.12579382736724254,0.017291858232286884,0.0
71,0.5097153186798096,-0.11341241002082825,0.21523317694664001,3.0686156562453317,-0.1258347887961786,0.01849419247578517,0.0
72,0.5098325610160828,-0.11287101358175278,0.2152128666639328,3.0689212831874197,-0.12586786365194258,0.01944763361604549,0.0
73,0.5100979804992676,-0.11160820722579956,0.21516402065753937,3.0696468485587682,-0.1259376719547225,0.021666670799922454,0.0
74,0.5101980566978455,-0.11112158000469208,0.21513834595680237,3.06992991913516,-0.1259693584873931,0.02247865025567918,0.0
75,0.510387659072876,-0.11024195700883865,0.21510955691337585,3.0704164020792883,-0.1260781226381651,0.023979100537961515,0.0
76,0.510572612285614,-0.10933265835046768,0.21507377922534943,3.070928581566658,-0.126129477476409,0.02554824111404039,0.0
77,0.5107463598251343,-0.10849376767873764,0.21504616737365723,3.071400166376538,-0.12619077792444577,0.027007275836875858,0.0
78,0.5108829736709595,-0.10781285166740417,0.21502093970775604,3.071783300857789,-0.1262314085541658,0.028201807549086372,0.0
79,0.5110257267951965,-0.10711464285850525,0.21499718725681305,3.072173953449322,-0.12627808628536674,0.02942471742901261,0.0
80,0.5111938118934631,-0.10627507418394089,0.21496708691120148,3.072644940213715,-0.12632744911300664,0.030899974985541888,0.0
81,0.5116710662841797,-0.1038527712225914,0.21487019956111908,3.0743472477669043,-0.12654298902575722,0.03502598984535623,0.0
82,0.511748731136322,-0.10319694131612778,0.21479786932468414,3.0748382999003248,-0.1266003203217554,0.034830226689147266,0.0
83,0.5118116736412048,-0.1022137701511383,0.21464480459690094,3.075473573139594,-0.12685881556289935,0.03469228180802273,0.0
84,0.5117634534835815,-0.10172371566295624,0.2144906371831894,3.0758118059410005,-0.12664205335533718,0.03508288305523381,0.0
85,0.5116744041442871,-0.10142865031957626,0.2143528312444687,3.0760660644386655,-0.12632661678891566,0.03528735085558602,0.0
86,0.511588990688324,-0.10125669836997986,0.21423973143100739,3.0762438120272044,-0.12605572309614632,0.0353030792718455,0.0
